text,positive_sentences,positive_score
akun saya di blokir tanpa alas yang jelas saya tidak langgar pedoman apa dan saya juga tidak spam saya lapor masalah ini tolong di respon cepat dan buka blokir akun threads saya cepat saya tidak terima dan tidak ikhlas paham,akun saya di blokir tanpa alas yang jelas saya tidak langgar pedoman apa dan saya juga tidak spam saya lapor masalah ini tolong di respon cepat dan buka blokir akun threads saya cepat saya tidak terima dan tidak ikhlas paham,2
bagus cuma belum banyak guna saja optimal fungsi baru,bagus cuma belum banyak guna saja optimal fungsi baru,2
sngt muas dan layan juga ramah dan gampang di paham jelas nya,sngt muas dan layan juga ramah dan gampang di paham jelas nya,2
keren saja tapi ada kendala sedikit jadi tolong di baik lagi iya terimakasih,keren saja tapi ada kendala sedikit jadi tolong di baik lagi iya terimakasih,2
aplikasi nya bagus cuma kalau dapat tambah translate supaya mudah,aplikasi nya bagus cuma kalau dapat tambah translate supaya mudah,2
pertama buka threads asa cuma scroll ke atas ke bawah sudah minggu jadi lebih nyaman saja saja main thread keren siih,pertama buka threads asa cuma scroll ke atas ke bawah sudah minggu jadi lebih nyaman saja saja main thread keren siih,2
lebih baik dari tweeter yang susah login aplikasi lumayan lancar,lebih baik dari tweeter yang susah login aplikasi lumayan lancar,2
aplikasi ini baik lebih hebat dari aplikasi burung biru terimakasih bapak mark,aplikasi ini baik lebih hebat dari aplikasi burung biru terimakasih bapak mark,2
mantap depan moga lebih banyak fitur yang kembang sukses selalu instagram dan threads,mantap depan moga lebih banyak fitur yang kembang sukses selalu instagram dan threads,2
tiap login selalu keluar sendiri dari instagram mohon segera baik,tiap login selalu keluar sendiri dari instagram mohon segera baik,2
aplikasi nya bagus cuma masih ada banyak bug tolong baik lagi yah terima kasih,aplikasi nya bagus cuma masih ada banyak bug tolong baik lagi yah terima kasih,2
waktu saya ken posting video durasi tidak nyampe menit selalu gagal posting padahal internet saya lancar lancar,waktu saya ken posting video durasi tidak nyampe menit selalu gagal posting padahal internet saya lancar lancar,2
bug nya banget sangat banyak yang tumpang tindih tolong di baik lagi,bug nya banget sangat banyak yang tumpang tindih tolong di baik lagi,2
nice standar komunitas atur jadi ini apk tidak ada itu posting postingan hal yang bau no hal hal yang bau aktivitas palsu harus ban juga saja moga saja ada fitur report moga makin kembang aplikasi ini good job meta,nice standar komunitas atur jadi ini apk tidak ada itu posting postingan hal yang bau no hal hal yang bau aktivitas palsu harus ban juga saja moga saja ada fitur report moga makin kembang aplikasi ini good job meta,2
aplikasi keren kok banyak yang bilang lambat tapi kok saya lancar saja iya keren kok,aplikasi keren kok banyak yang bilang lambat tapi kok saya lancar saja iya keren kok,2
apk bagus mohon di kasih tambah translate agar mudah dari pada bolak balik ke google translate,apk bagus mohon di kasih tambah translate agar mudah dari pada bolak balik ke google translate,2
aplikasi bagus tapi kenapa sering logout terus dan di akun ig pun logout,aplikasi bagus tapi kenapa sering logout terus dan di akun ig pun logout,2
mudah ringan dan simple guna nya keren kayak bakal jadi trend baru ini,mudah ringan dan simple guna nya keren kayak bakal jadi trend baru ini,2
masih awal coba jauh ini lancar moga di masa depan makin banyak mudah fitur,masih awal coba jauh ini lancar moga di masa depan makin banyak mudah fitur,2
kok di scroll tulis bayang iya sedang instagram fb google yt lancar saja tolong baik,kok di scroll tulis bayang iya sedang instagram fb google yt lancar saja tolong baik,2
apk nya sudah bagus saja tapi lebih baik lagi lebih baik tidak bikin apk karena x twitter jauh lebih baik dari ini wkwkwkwk saya user twitter tertawa lihat apk ini,apk nya sudah bagus saja tapi lebih baik lagi lebih baik tidak bikin apk karena x twitter jauh lebih baik dari ini wkwkwkwk saya user twitter tertawa lihat apk ini,2
pas pertama pakai lancar tapi pas selang lama bahkan muncul bug pas scroll bawah tulis ikut ikut mohon segera baik,pas pertama pakai lancar tapi pas selang lama bahkan muncul bug pas scroll bawah tulis ikut ikut mohon segera baik,2
sudah bagus cuma bakal lebih bagus kalau support buat ngirim file hd bakal bantu sangat buat illustrator pasarin gambar nya,sudah bagus cuma bakal lebih bagus kalau support buat ngirim file hd bakal bantu sangat buat illustrator pasarin gambar nya,2
not bad jauh ini bug wajar saja mungkin karena baru launching depan baik saja min good job,not bad jauh ini bug wajar saja mungkin karena baru launching depan baik saja min good job,2
bagus sangat aplikasi jya,bagus sangat aplikasi jya,2
saya masih belum temu apa yang khas dari threads saya saran agar ada fitur trend namun bukan fitur trend biasa fitur trend yang dapat tingkat nasional dan tingkat provinsi agar guna threads makin aktif bahas peristiwa kini tidak hanya di tingkat nasional tapi juga tingkat provinsi selain itu font dan warna font saya pikir hitam terlalu tebal jadi terlalu strong ketika lihat pilih font nya juga kurang tepat karena terlalu kaku,saya masih belum temu apa yang khas dari threads saya saran agar ada fitur trend namun bukan fitur trend biasa fitur trend yang dapat tingkat nasional dan tingkat provinsi agar guna threads makin aktif bahas peristiwa kini tidak hanya di tingkat nasional tapi juga tingkat provinsi selain itu font dan warna font saya pikir hitam terlalu tebal jadi terlalu strong ketika lihat pilih font nya juga kurang tepat karena terlalu kaku,2
benar sudah bagus sayang fitur seperti hastag masih belum sedia moga diupdate baru mas mark zuckerberg nambahin banyak fitur keren,benar sudah bagus sayang fitur seperti hastag masih belum sedia moga diupdate baru mas mark zuckerberg nambahin banyak fitur keren,2
wow bagus sekali aplikasi baru ini saya rasa aplikasi ini lay out nya seperti twitter saya baru install aplikasi ini hari ini karena di instagram ada yang sudah menginstalnya lalu saya penasaran dan langsung menginstalnya juga,wow bagus sekali aplikasi baru ini saya rasa aplikasi ini lay out nya seperti twitter saya baru install aplikasi ini hari ini karena di instagram ada yang sudah menginstalnya lalu saya penasaran dan langsung menginstalnya juga,2
aplikasi bagus namun mengapa threads tidak dapat ganti akun cara cepat seperti di instagram tapi saya tahu aplikasi ini masih baru moga dapat kembang depan,aplikasi bagus namun mengapa threads tidak dapat ganti akun cara cepat seperti di instagram tapi saya tahu aplikasi ini masih baru moga dapat kembang depan,2
aplikasi nya saja lumayan bagus dan bagi mem nct dream ada yang masuk cm tidak ada daftar ikut harap di baik lagi,aplikasi nya saja lumayan bagus dan bagi mem nct dream ada yang masuk cm tidak ada daftar ikut harap di baik lagi,2
sebenernya sudah mulai bagus cuma saran saja sii kalau ada konten balas yang diapus lebih baik gausah tampil lagi balas agak ganggu ajasi,sebenernya sudah mulai bagus cuma saran saja sii kalau ada konten balas yang diapus lebih baik gausah tampil lagi balas agak ganggu ajasi,2
aplikasi threads ini rupa aplikasi yang mirip sekali dengan twitter yah hampir mirip hampir rupa twitter yah hehehe tapi aplikasi ini turut saya pribadi sangat guna bagi para guna karena aplikasi ini itu dapat manfaat baik bagi masyarakat di negara kita maupun dari luar negeri sana,aplikasi threads ini rupa aplikasi yang mirip sekali dengan twitter yah hampir mirip hampir rupa twitter yah hehehe tapi aplikasi ini turut saya pribadi sangat guna bagi para guna karena aplikasi ini itu dapat manfaat baik bagi masyarakat di negara kita maupun dari luar negeri sana,2
akan lebih bagus jika tambah fitur baru seperti trend topic dan hastag itu akan sangat bantu terimakasih,akan lebih bagus jika tambah fitur baru seperti trend topic dan hastag itu akan sangat bantu terimakasih,2
mungkin aku kasih dulu iya soal masih kurang fitur nya aku ingin dapat buat akun lebih dari satu itu saja saja moga cepat di update lah iya moga apikasi ini sukses,mungkin aku kasih dulu iya soal masih kurang fitur nya aku ingin dapat buat akun lebih dari satu itu saja saja moga cepat di update lah iya moga apikasi ini sukses,2
aplikasi bagus tapi tolong logo ganti jadi burung agar tambah keren toh apk belah juga sudah tidak pakai logo itu,aplikasi bagus tapi tolong logo ganti jadi burung agar tambah keren toh apk belah juga sudah tidak pakai logo itu,2
overall bagus cuma masih butuh banyak tambah fitur untuk di sempurna dan butuh macam tingkat maklum lah apk baru netes,overall bagus cuma masih butuh banyak tambah fitur untuk di sempurna dan butuh macam tingkat maklum lah apk baru netes,2
yang ulas punya masalah kurang ini dan itu itu wajar karena masih belum dapat satu tahun pas launching masih ada baik sana sini dan butuh waktu juga agar threads dapat bilang sempurna dari user nya,yang ulas punya masalah kurang ini dan itu itu wajar karena masih belum dapat satu tahun pas launching masih ada baik sana sini dan butuh waktu juga agar threads dapat bilang sempurna dari user nya,2
mula yang bagus dengan firur yang beri aplikasi nya juga keren moga depan makin banyak fitur yang dukung,mula yang bagus dengan firur yang beri aplikasi nya juga keren moga depan makin banyak fitur yang dukung,2
sudah bagus cuma kurang fitur translate nya so please adain fitur translate butuh sangat,sudah bagus cuma kurang fitur translate nya so please adain fitur translate butuh sangat,2
saya ingin hapus akun threads mengapa harus hapus akun instagram lebih dahulu sungguh fitur yang sangat buruk tidak dapat bebas guna tolong baik hal sebut supaya guna dapat lebih leluasa terima kasih,saya ingin hapus akun threads mengapa harus hapus akun instagram lebih dahulu sungguh fitur yang sangat buruk tidak dapat bebas guna tolong baik hal sebut supaya guna dapat lebih leluasa terima kasih,2
aplikasi bagus sangat mirip kayak twitter tapi nanti tambahin fitur hashtag multi akun dong terima kasih di,aplikasi bagus sangat mirip kayak twitter tapi nanti tambahin fitur hashtag multi akun dong terima kasih di,2
maaf saya jadi uninstal sbtulnya ini aplikasi bagus hanya saja semenjak saya download dan pakai aplikasi ini hp saya jadi sangat boros sangat batreinya,maaf saya jadi uninstal sbtulnya ini aplikasi bagus hanya saja semenjak saya download dan pakai aplikasi ini hp saya jadi sangat boros sangat batreinya,2
bagus sangat app nya tapi kurang fitur translate saya sampai bolak balik google buat nerjemahin bahasa bahasa bujang ensiti,bagus sangat app nya tapi kurang fitur translate saya sampai bolak balik google buat nerjemahin bahasa bahasa bujang ensiti,2
tidak nyangka bagus ini apk nya untuk developer mohon kembang lagi iya supaya dapat lebih seru sini itu ngobrol dapat mutualan juga dapat seru sangat lagi,tidak nyangka bagus ini apk nya untuk developer mohon kembang lagi iya supaya dapat lebih seru sini itu ngobrol dapat mutualan juga dapat seru sangat lagi,2
masih belum lancar kurang cepat dan banyak ganggu untuk buka lamban,masih belum lancar kurang cepat dan banyak ganggu untuk buka lamban,2
hebat sangat hemat simpan saran saya saja nanti nya ada fitur dm makin kembang threads,hebat sangat hemat simpan saran saya saja nanti nya ada fitur dm makin kembang threads,2
gara gara aplikasi ini instagram teman saya ke hack tolong tambah fitur hapus akun tanpa harus hapus akun instagram sekaligus tolong baik aman akun,gara gara aplikasi ini instagram teman saya ke hack tolong tambah fitur hapus akun tanpa harus hapus akun instagram sekaligus tolong baik aman akun,2
aplikasi nya bagus sangat turut saya tapi kenapa iya pas sudah didownload di hp android tampak beranda kayak macet macet begitu,aplikasi nya bagus sangat turut saya tapi kenapa iya pas sudah didownload di hp android tampak beranda kayak macet macet begitu,2
bagus saja cuma masih ada bug iya tiap saya mau upload dengan foto video pasti akan selalu keluar cara paksa,bagus saja cuma masih ada bug iya tiap saya mau upload dengan foto video pasti akan selalu keluar cara paksa,2
bagus instagram kembang saya masih ajar guna nya he moga dapat guna nta cara baik,bagus instagram kembang saya masih ajar guna nya he moga dapat guna nta cara baik,2
apk nya sudah bagus sangat tapi tolong adakan fitur translate otomatis sama save foto iya terimakasih,apk nya sudah bagus sangat tapi tolong adakan fitur translate otomatis sama save foto iya terimakasih,2
bagus dan seruu tapi kenapa threads saya ngelag tbtb iya ada masalah coba lagi gitu terus dari tadi siang padahal awal normal dan dapat pakai,bagus dan seruu tapi kenapa threads saya ngelag tbtb iya ada masalah coba lagi gitu terus dari tadi siang padahal awal normal dan dapat pakai,2
baik bug pada hp saya vivo ya saat mengscroll dia bahkan jadi dobel layar dan itu sangat ganggu moga di baik masa usaha besar tidak dapat baik cya,baik bug pada hp saya vivo ya saat mengscroll dia bahkan jadi dobel layar dan itu sangat ganggu moga di baik masa usaha besar tidak dapat baik cya,2
baik lagi saja di hp saya realme c masih ngestuck sangat apknya padahal ken sangat main ini aplikasi,baik lagi saja di hp saya realme c masih ngestuck sangat apknya padahal ken sangat main ini aplikasi,2
aku kasih bintang soal aplikasi nya bagus dan lucu sangat tapi sayang tidak dapat bikin lebih dari iya account nya toloong dongg dapat bikin buat beberapa account,aku kasih bintang soal aplikasi nya bagus dan lucu sangat tapi sayang tidak dapat bikin lebih dari iya account nya toloong dongg dapat bikin buat beberapa account,2
bagus cuma algoritma nya belum optimal lebih bagus,bagus cuma algoritma nya belum optimal lebih bagus,2
cukup baik dan designnga ala x saran saja saja itu lambang plus di akun yang tidak difollow diilangin kurang nyaman lihat,cukup baik dan designnga ala x saran saja saja itu lambang plus di akun yang tidak difollow diilangin kurang nyaman lihat,2
sangat sepi di sosmed satu ini tapi tetap saya pakai entah untuk ihat postingan orang random yang muncul saja sudah ngepost sini juga super sepi padahal tidak di private lagi akun,sangat sepi di sosmed satu ini tapi tetap saya pakai entah untuk ihat postingan orang random yang muncul saja sudah ngepost sini juga super sepi padahal tidak di private lagi akun,2
jauh ini semua lihat bagus integrasi antar platform meta khusus ig wa masuk pertama adalah tambah dukung lambang material you untuk android saat yang tepat ketika twitter goyang karena beberapa isu,jauh ini semua lihat bagus integrasi antar platform meta khusus ig wa masuk pertama adalah tambah dukung lambang material you untuk android saat yang tepat ketika twitter goyang karena beberapa isu,2
keren saja update depan nya lebih banyak in fitur yang lain kalau dapat,keren saja update depan nya lebih banyak in fitur yang lain kalau dapat,2
bagus tapi kenapa telah di update terjemah hilang tidak ada sana tolong beri terjemah lagi,bagus tapi kenapa telah di update terjemah hilang tidak ada sana tolong beri terjemah lagi,2
aku senang aplikasi in sangat bantu dn hibur,aku senang aplikasi in sangat bantu dn hibur,2
okee apk nya sudah lumayan bagus tapi mohon sangat buat tingkat fitur fitur lain seperti translate karena perlu sangat buat butuh ngefangirling juga tolong sangat untuk memposting foto video agar dapat per folder supaya tidak capek ngescroll bawah bawah soal isi galeri saya banyak lanjut buat android tolong segara dapat save foto soal saya mau save meme  note mohon dengar karena ini bakal ubah gantung fitur apk nya,okee apk nya sudah lumayan bagus tapi mohon sangat buat tingkat fitur fitur lain seperti translate karena perlu sangat buat butuh ngefangirling juga tolong sangat untuk memposting foto video agar dapat per folder supaya tidak capek ngescroll bawah bawah soal isi galeri saya banyak lanjut buat android tolong segara dapat save foto soal saya mau save meme  note mohon dengar karena ini bakal ubah gantung fitur apk nya,2
jauh ini cukup bagus untuk algoritma feeds mungkin dapat tahan seperti ini tapi dengan kurang postingan rekomendasi lebih utama postingan dari akun yang kita follow saja untuk yang lain mungkin hadir juga fitur terjemah,jauh ini cukup bagus untuk algoritma feeds mungkin dapat tahan seperti ini tapi dengan kurang postingan rekomendasi lebih utama postingan dari akun yang kita follow saja untuk yang lain mungkin hadir juga fitur terjemah,2
depan kembangin lagi bang zuck algoritmanya sudah bagus cuma kurang lengkap beberapa fitur contoh kayak save foto ada juga beberapa masalah seperti masalah loading saat upload yang makan waktu dan juga pusat notifikasi yang jadi tumpuk,depan kembangin lagi bang zuck algoritmanya sudah bagus cuma kurang lengkap beberapa fitur contoh kayak save foto ada juga beberapa masalah seperti masalah loading saat upload yang makan waktu dan juga pusat notifikasi yang jadi tumpuk,2
satu masuk kayak butuh segera buat fitur beranda khusus yang kita ikut saja deh macam ig agar lebih nyaman scrolling karena yang sekarang ini rancu sangat random orang orang random yang serandom itu jadi bikin agak males,satu masuk kayak butuh segera buat fitur beranda khusus yang kita ikut saja deh macam ig agar lebih nyaman scrolling karena yang sekarang ini rancu sangat random orang orang random yang serandom itu jadi bikin agak males,2
bagus sangat cuy tapi kenapa tiap aku komen ke orang tidak dapat dulu saja dapat tapi kenapa tidak dapat lumayan juga saja,bagus sangat cuy tapi kenapa tiap aku komen ke orang tidak dapat dulu saja dapat tapi kenapa tidak dapat lumayan juga saja,2
newsfeed terlalu beranta postingan yang muncul tidak tata semua akun centang biru yang tidak jelas dan tidak relevan dengan minat saya orang saya follow bahkan jarang lihat postingannya menu juga sangat batas seperti edit profil semua harus di edit di akun meta atau akun instagram,newsfeed terlalu beranta postingan yang muncul tidak tata semua akun centang biru yang tidak jelas dan tidak relevan dengan minat saya orang saya follow bahkan jarang lihat postingannya menu juga sangat batas seperti edit profil semua harus di edit di akun meta atau akun instagram,2
sangat simple dan gampang sangat cara pakai nya very nice,sangat simple dan gampang sangat cara pakai nya very nice,2
tolong baik dong masa gagal terus bikin utas kalau sudah di baik saya kasih bintang,tolong baik dong masa gagal terus bikin utas kalau sudah di baik saya kasih bintang,2
bagus sangat fiturnya lebih simpel,bagus sangat fiturnya lebih simpel,2
aplikasi bagus oke,aplikasi bagus oke,2
bagus sangat karena apk ini akun ig saya yang hilang balik lagi,bagus sangat karena apk ini akun ig saya yang hilang balik lagi,2
sangat bagus aplikasi ini,sangat bagus aplikasi ini,2
saya suka aplikasi ini semua orang ramah dan sopan dalam komentar,saya suka aplikasi ini semua orang ramah dan sopan dalam komentar,2
luar biasa aplikasi sangat bagus,luar biasa aplikasi sangat bagus,2
masih baru jadi masih bagaimana begitu saran saja tambahin fitur cari kata translate dan bagai supaya lebih enak pakai timeline juga tolong jangan random random sangat sesuai sama topik yang kita suka dan ikutin,masih baru jadi masih bagaimana begitu saran saja tambahin fitur cari kata translate dan bagai supaya lebih enak pakai timeline juga tolong jangan random random sangat sesuai sama topik yang kita suka dan ikutin,2
aku baru coba download tapi lag layar gerak terus tulis tidak dapat baca karena dempet mungkin ada sebab dan solusi begitu supaya dapat maka dengan oke terima kasih,aku baru coba download tapi lag layar gerak terus tulis tidak dapat baca karena dempet mungkin ada sebab dan solusi begitu supaya dapat maka dengan oke terima kasih,2
bagus sekali terus tingkat iya,bagus sekali terus tingkat iya,2
apk nya baguss suka sangat tapi saran aku tambahin fitur arsip buat utas sama mode gelap atur pleasee,apk nya baguss suka sangat tapi saran aku tambahin fitur arsip buat utas sama mode gelap atur pleasee,2
aplikasi bagus tapi harus tambah fitur dark mode kirim pesan cara pribadi dengan teman dan satu lagi tolong di update agar support di browser atau desktop komputer kan ada beberapa orang yang belum punya handphone,aplikasi bagus tapi harus tambah fitur dark mode kirim pesan cara pribadi dengan teman dan satu lagi tolong di update agar support di browser atau desktop komputer kan ada beberapa orang yang belum punya handphone,2
tolong baik bugnya masak tiap buka beranda dan status orang kok tiba tiba suka keluar sekali tolong tambah kan fitur baru dari fitur dm hastag trend terjemah dan voice note di tiap utas dan kolom komentar,tolong baik bugnya masak tiap buka beranda dan status orang kok tiba tiba suka keluar sekali tolong tambah kan fitur baru dari fitur dm hastag trend terjemah dan voice note di tiap utas dan kolom komentar,2
saya sangat suka aplikasi mirip dengan twiter tingkat dan moga ada fitur baru,saya sangat suka aplikasi mirip dengan twiter tingkat dan moga ada fitur baru,2
tampil sangat simple tarik dan karakter kalimat pun juga dapat an per kata tapi masih ada fitur yang belum aktif yaitu ting terjemah bahasa dari bagai negara di dunia,tampil sangat simple tarik dan karakter kalimat pun juga dapat an per kata tapi masih ada fitur yang belum aktif yaitu ting terjemah bahasa dari bagai negara di dunia,2
bagus cuma orang lain dari instagram kurang aktif di platform ini sepi jadi,bagus cuma orang lain dari instagram kurang aktif di platform ini sepi jadi,2
tolong baik untuk update lanjut jadi bug tiba tiba keluar sendiri log out dan instagram saya juga tiba tiba keluar juga mohon untuk update lanjut baik agar tidak keluar sendiri akun,tolong baik untuk update lanjut jadi bug tiba tiba keluar sendiri log out dan instagram saya juga tiba tiba keluar juga mohon untuk update lanjut baik agar tidak keluar sendiri akun,2
tampil interface beranta sangat banyak mayor bug sampai males buka ujung apa balik lagi ke twitter tolong baik dulu aplikasi baik mungkin baru saya stop main twitter,tampil interface beranta sangat banyak mayor bug sampai males buka ujung apa balik lagi ke twitter tolong baik dulu aplikasi baik mungkin baru saya stop main twitter,2
habis di update aplikasi kok saya cuma dapat masuk akun anonim threads saya tidak dapat masuk ke akun utama saya tolong kembali akun saya buat saya login ke akun utama saya asa saya tidak pernah bikin status yang aneh di threads saya selalu bagi kata kata motivasi jangan aneh dan agak laen threads habis di update aplikasi bahkan makin buruk bikin tambah kecewa,habis di update aplikasi kok saya cuma dapat masuk akun anonim threads saya tidak dapat masuk ke akun utama saya tolong kembali akun saya buat saya login ke akun utama saya asa saya tidak pernah bikin status yang aneh di threads saya selalu bagi kata kata motivasi jangan aneh dan agak laen threads habis di update aplikasi bahkan makin buruk bikin tambah kecewa,2
benar ini aplikasi sudah bagus saja cuma kurang lengkap saja fitur fitur nya salah satu fitur terjemah jadi agak susah kalau baca nya tulis thailand harus ke google dulu jadi saya harap dapat di tambahin fitur terjemah yaa,benar ini aplikasi sudah bagus saja cuma kurang lengkap saja fitur fitur nya salah satu fitur terjemah jadi agak susah kalau baca nya tulis thailand harus ke google dulu jadi saya harap dapat di tambahin fitur terjemah yaa,2
menggak terlalu mirip sama saja burung aku butuh fitur macam translate tagar pokok yang persis saja burung selain itu kayak sudah oke oh iya tolong tambahin fitur edit dong pas nge threads agar kalau ada typo or something dapat baik mungkin kalau terlalu mirip bakal di cap plagiarisme iya saya tidak tahu but aku benar benar butuh fitur yang kusebutin atas resolusi pas ngunggah foto juga tolong baik terima kasih,menggak terlalu mirip sama saja burung aku butuh fitur macam translate tagar pokok yang persis saja burung selain itu kayak sudah oke oh iya tolong tambahin fitur edit dong pas nge threads agar kalau ada typo or something dapat baik mungkin kalau terlalu mirip bakal di cap plagiarisme iya saya tidak tahu but aku benar benar butuh fitur yang kusebutin atas resolusi pas ngunggah foto juga tolong baik terima kasih,2
aplikasi nya bagus tampil juga tarik dan enak lihat sudah lumayan bagus cuma tinggal atur suara video nya buat risih karena tiap ada video harus selalu klik lambang volume per video yang lihat,aplikasi nya bagus tampil juga tarik dan enak lihat sudah lumayan bagus cuma tinggal atur suara video nya buat risih karena tiap ada video harus selalu klik lambang volume per video yang lihat,2
jauh ini sudah bagus tapi coba buat seperti instagram dapat di teg sama guna threads untuk gantibakun threadsnya tolong di jadi kan kaya instagram supaya mudah ganti akun moga makin kembang aplikasi dan moga tidak bug terima kasih,jauh ini sudah bagus tapi coba buat seperti instagram dapat di teg sama guna threads untuk gantibakun threadsnya tolong di jadi kan kaya instagram supaya mudah ganti akun moga makin kembang aplikasi dan moga tidak bug terima kasih,2
aplikasi baik namun simpel untuk bagi cerita dan teman sejak tahun lalu terus tingkat performa untuk depan yang lebih baik oh iya saran dari saya tolong tambah fitur kirim pesan layak instagram,aplikasi baik namun simpel untuk bagi cerita dan teman sejak tahun lalu terus tingkat performa untuk depan yang lebih baik oh iya saran dari saya tolong tambah fitur kirim pesan layak instagram,2
di aplikasi ini masih dapat bug yang sangat rusak aplikasi yaitu mana teks teks sana saat geser ke bawah atau atas bahkan blok teks lain mohon untuk baik segera,di aplikasi ini masih dapat bug yang sangat rusak aplikasi yaitu mana teks teks sana saat geser ke bawah atau atas bahkan blok teks lain mohon untuk baik segera,2
bagus dan mudah untuk di jalan,bagus dan mudah untuk di jalan,2
ini apk tiap login ada kendala terus saja tidak jelas bngett dkit ada mslah sama ini apk sama instragram juga sama,ini apk tiap login ada kendala terus saja tidak jelas bngett dkit ada mslah sama ini apk sama instragram juga sama,2
apas kalau buat apk tu yang benar masa iya ngebug terus padahal jaring ok pakek wifi rumah saja masih tetep,apas kalau buat apk tu yang benar masa iya ngebug terus padahal jaring ok pakek wifi rumah saja masih tetep,2
shebel sangat masa ig saya jadi sering tangguh pikir saja sama luw saya pagi pagi buka ig harus verif begini begitu kan capek padahal saya tidak cerita aneh aneh jelek sangat siiw gsukadeh tapi ya saya males karena ig aku sering tangguh saja ya saja far selain masalah jelek itu yang apa sangat yang lain gemes baik baik saja yh tapi terima kasih yh aku jadi dapat ngobrol xixixie,shebel sangat masa ig saya jadi sering tangguh pikir saja sama luw saya pagi pagi buka ig harus verif begini begitu kan capek padahal saya tidak cerita aneh aneh jelek sangat siiw gsukadeh tapi ya saya males karena ig aku sering tangguh saja ya saja far selain masalah jelek itu yang apa sangat yang lain gemes baik baik saja yh tapi terima kasih yh aku jadi dapat ngobrol xixixie,2
baru download bbrapa jam yang lalu sudah mulai muncul bug nya aduug padahal seru dan sudah mulai muncul aplikasi henti notifikasi tidak muncul masih bayi kali iya jadi harus ada sesuai tapi kalau dapat cepat di baik saja kalau tidak mau kalah saing sama aplikasi burung putih,baru download bbrapa jam yang lalu sudah mulai muncul bug nya aduug padahal seru dan sudah mulai muncul aplikasi henti notifikasi tidak muncul masih bayi kali iya jadi harus ada sesuai tapi kalau dapat cepat di baik saja kalau tidak mau kalah saing sama aplikasi burung putih,2
alam hari dua telah unduh threads masih kurang handal untuk lampir foto atau vidio dengan file ukur besar belum kompresi jadi gagal unggah telah beberapa kali coba hapus akhir karena cukup menganggu saat open threads ikut mungkin ini salah satu yang harus baik di aplikasi bin sofwarenya sedang hal lain belum temu jadi untuk saat awal cukup kasih bintang,alam hari dua telah unduh threads masih kurang handal untuk lampir foto atau vidio dengan file ukur besar belum kompresi jadi gagal unggah telah beberapa kali coba hapus akhir karena cukup menganggu saat open threads ikut mungkin ini salah satu yang harus baik di aplikasi bin sofwarenya sedang hal lain belum temu jadi untuk saat awal cukup kasih bintang,2
recommended buat nambah teman sahabat dan mudah guna,recommended buat nambah teman sahabat dan mudah guna,2
masih banyak kurang tidak ada translate terus yang lewat di beranda banyak centang biru semua tidak ada fitur terang mode dark mode kirim pesan mau komen plus pakai foto bahkan error gagal kirim minimal baik bug juga kurang fitur threads,masih banyak kurang tidak ada translate terus yang lewat di beranda banyak centang biru semua tidak ada fitur terang mode dark mode kirim pesan mau komen plus pakai foto bahkan error gagal kirim minimal baik bug juga kurang fitur threads,2
aplikasi ini emang sangat bagus hampir mirip dengan twitter tapi sayang nya aplikasi ini hanya di guna untuk di dalam negri untuk di luar negri ketika di pakai aplikasi ini tidak akan dukung ketika kembali dalam negri aplikasi ini tidak dapat di guna kembali seperti belum,aplikasi ini emang sangat bagus hampir mirip dengan twitter tapi sayang nya aplikasi ini hanya di guna untuk di dalam negri untuk di luar negri ketika di pakai aplikasi ini tidak akan dukung ketika kembali dalam negri aplikasi ini tidak dapat di guna kembali seperti belum,2
lama saya coba aplikasi bagus saja gampang pakai karena uinya simpel dan juga daftar pakai akun instagram yang sudah ada jadi tidak ribet cuma kalau dapat saja ditambahin fitur save gambar agar tidak repot repot buat screeshot terus crop manual,lama saya coba aplikasi bagus saja gampang pakai karena uinya simpel dan juga daftar pakai akun instagram yang sudah ada jadi tidak ribet cuma kalau dapat saja ditambahin fitur save gambar agar tidak repot repot buat screeshot terus crop manual,2
template tulis yang di up ke insta story update in lagi boss tambahin template yang bagus,template tulis yang di up ke insta story update in lagi boss tambahin template yang bagus,2
mula bagus ada saing aplikasi burung namun masih ada beberapa bug seperti mau nulis sesuatu terkadang keyboard seperti error tulis hapus sendiri padahal normal lalu orang yang ikut terkadang hilang pas di refresh muncul kembali fitur hastag atau tagar tidak dapat di klik mungkin tidak ada fitur itu saran adain agar mudah akses yang lagi trend sepet di aplikasi burung terima kasih,mula bagus ada saing aplikasi burung namun masih ada beberapa bug seperti mau nulis sesuatu terkadang keyboard seperti error tulis hapus sendiri padahal normal lalu orang yang ikut terkadang hilang pas di refresh muncul kembali fitur hastag atau tagar tidak dapat di klik mungkin tidak ada fitur itu saran adain agar mudah akses yang lagi trend sepet di aplikasi burung terima kasih,2
sempurna lagi fitur nya agar makin mudah interaksi dengan instagram,sempurna lagi fitur nya agar makin mudah interaksi dengan instagram,2
sangat baik tingkat lagi buat akun saya lebih viral,sangat baik tingkat lagi buat akun saya lebih viral,2
